logo,program title,area of study,credit for prior learning,program desc,accreditation,career outlook,admission requirements,dates and deadlines,tuition and fees,program level,total hours,projected cost,university
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Forensic Science,Architectural Technology,TRUE,Est dolores voluptatem. Deserunt omnis dignissimos. Dolores alias maiores.,DASH,Iusto veritatis dolor. Voluptate minima hic. Et error explicabo.,Eius debitis odio. Quo nobis iste. Aut ea quae.,Application Deadline: 2019-04-05 | 22 Days Until Classes Begin!,Projected Per Credit Hour Cost: $249,Regular high school diploma,135,"$7,417 ",College of Coastal Georgia
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Psychology,Forensic Science,FALSE,Sit temporibus ex. Officiis ea incidunt. Eligendi eos ducimus.,LTC,Sed et aut. Perspiciatis quisquam distinctio. Provident sunt modi.,Omnis sit aut. Velit et quidem. Et officia saepe.,Application Deadline: 2019-04-15 | 5 Days Until Classes Begin!,Projected Per Credit Hour Cost: $216,12th grade - No Diploma,89,"$15,340 ",Georgia Highlands College
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Computer Science,Psychology,FALSE,Maiores impedit ea. Nam officia eaque. Id quo et.,DASH,Facere autem est. Adipisci et quod. Quaerat et dolores.,Dolorem ea velit. Aliquid quia maxime. Voluptatum et aspernatur.,Application Deadline: 2019-03-29 | 0 Days Until Classes Begin!,Projected Per Credit Hour Cost: $136,Bachelor's degree,87,"$15,203 ",Columbus State University
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Information Systems,Commerce,FALSE,Sed est qui. Explicabo veritatis esse. Consequatur in velit.,BTC,Eum aperiam dolorem. Voluptatem perferendis et. In quo non.,Necessitatibus dolorem hic. Sunt vel iure. Vero distinctio ex.,Application Deadline: 2019-03-29 | 13 Days Until Classes Begin!,Projected Per Credit Hour Cost: $352,GED or alternative credential,114,"$5,765 ",Georgia Institutute of Technology
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Business,Business,TRUE,Exercitationem quasi aut. Voluptas asperiores consequatur. Natus culpa illum.,BTC,Magni magnam autem. Rerum aut sed. Et quia ducimus.,Voluptatum iusto ut. Odio rem ut. Mollitia nihil voluptates.,Application Deadline: 2019-03-31 | 35 Days Until Classes Begin!,Projected Per Credit Hour Cost: $341,Master's degree,82,"$11,063 ",College of Coastal Georgia
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Commerce,Biomedical Science,TRUE,Accusantium ut quia. Repudiandae qui eum. Est nesciunt animi.,XRP,Reprehenderit veniam atque. Et doloremque ab. Consectetur nam ratione.,Voluptas illo et. Dolores quae voluptas. Voluptatibus a nihil.,Application Deadline: 2019-04-06 | 37 Days Until Classes Begin!,Projected Per Credit Hour Cost: $30,Nursery school,25,"$11,260 ",Middle Georgia State University
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Criminology,Commerce,FALSE,Impedit adipisci ut. Consequatur magni consequatur. Omnis odio itaque.,DASH,Quis eius nobis. Commodi facilis harum. Reprehenderit autem et.,Quasi voluptatibus minus. Laboriosam ut minus. Qui totam odio.,Application Deadline: 2019-04-01 | 32 Days Until Classes Begin!,Projected Per Credit Hour Cost: $201,Regular high school diploma,128,"$7,141 ",Columbus State University
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Forensic Science,Creative Arts,FALSE,Occaecati nostrum temporibus. Architecto et aperiam. Reiciendis iure deserunt.,BTC,Qui eum libero. Aliquid quaerat non. Ut rerum quisquam.,Ut quia enim. Recusandae ducimus velit. Omnis inventore esse.,Application Deadline: 2019-03-30 | 33 Days Until Classes Begin!,Projected Per Credit Hour Cost: $77,Some college,71,"$4,721 ",Georgia College and State University
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Commerce,Commerce,TRUE,Iste esse consequatur. Voluptatem est qui. Et et sunt.,LTC,Quo neque qui. Veritatis ipsa consequatur. Vero fugiat ut.,Et quasi quos. Totam exercitationem in. Voluptatum minima quia.,Application Deadline: 2019-04-06 | 2 Days Until Classes Begin!,Projected Per Credit Hour Cost: $384,Regular high school diploma,24,"$16,198 ",East Georgia State College
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Applied Science (Psychology),Design,FALSE,Voluptas provident non. Sit sequi voluptatem. Fuga alias in.,ETH,Neque laborum quidem. Rerum earum dignissimos. Quisquam perspiciatis praesentium.,Molestiae vitae nam. Aut in praesentium. Dolorum magni eaque.,Application Deadline: 2019-04-06 | 1 Days Until Classes Begin!,Projected Per Credit Hour Cost: $123,Doctorate degree,31,"$5,557 ",Georgia Southwestern State University
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Biological Science,Commerce,FALSE,Deserunt debitis provident. Sit ipsam ducimus. Porro iure sed.,BTC,Eum harum nostrum. Non enim sit. Assumenda perferendis aut.,Autem possimus consequatur. Velit praesentium voluptatem. Veniam inventore neque.,Application Deadline: 2019-03-29 | 6 Days Until Classes Begin!,Projected Per Credit Hour Cost: $222,GED or alternative credential,111,$464 ,Atlanta Metropolitan State College
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Design,Information Systems,TRUE,Rerum reprehenderit sapiente. Eaque exercitationem sit. Magnam neque quod.,BTC,Optio sint consectetur. Reiciendis quidem et. Rerum quam porro.,Maiores enim consequuntur. Aut voluptatem voluptas. Et sunt aspernatur.,Application Deadline: 2019-04-10 | 33 Days Until Classes Begin!,Projected Per Credit Hour Cost: $269,Doctorate degree,17,"$8,691 ",Georgia Institutute of Technology
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Design,Biomedical Science,TRUE,Est fugiat eos. Voluptate eaque minus. Sit eos blanditiis.,ETH,Non architecto aliquid. Incidunt et aut. Quidem ut quia.,Consequuntur harum odio. Dolor quia libero. Magni recusandae aut.,Application Deadline: 2019-03-29 | 32 Days Until Classes Begin!,Projected Per Credit Hour Cost: $126,Professional degree,66,"$10,361 ",Valdosta State University
https://images.unsplash.com/photo-1522316166834-b429f6b7004d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Criminology,Teaching,FALSE,Quia velit voluptatem. Quidem ad repellat. Corrupti ipsa perferendis.,XRP,Deserunt omnis aspernatur. Officiis dolores sit. Quasi omnis ex.,Officiis sit iusto. Eligendi consectetur aperiam. Minus labore non.,Application Deadline: 2019-03-28 | 28 Days Until Classes Begin!,Projected Per Credit Hour Cost: $12,No schooling completed,119,"$4,832 ",Valdosta State University
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Computer Science,Health Science,FALSE,Ducimus tenetur occaecati. Cumque excepturi aut. Sunt porro qui.,XRP,Voluptatem vero ut. Nobis dolor vel. Enim placeat qui.,Quia nemo et. Recusandae est cumque. Magnam sint ex.,Application Deadline: 2019-03-30 | 35 Days Until Classes Begin!,Projected Per Credit Hour Cost: $1,Professional degree,80,"$15,692 ",Middle Georgia State University
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Criminology,Biomedical Science,TRUE,Voluptates ad laboriosam. Neque voluptatem hic. Sit odio velit.,XRP,Aut nisi tempora. Sint sint aut. Qui eveniet nesciunt.,Earum porro sapiente. Tempore qui facere. Et excepturi et.,Application Deadline: 2019-04-04 | 11 Days Until Classes Begin!,Projected Per Credit Hour Cost: $330,GED or alternative credential,67,"$12,164 ",Albany State University
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Applied Science (Psychology),Health Science,FALSE,Sapiente nihil et. Inventore minus reiciendis. Excepturi impedit et.,DASH,Odio sed ipsum. Expedita dolor et. Id laborum non.,Incidunt voluptatem debitis. Est reiciendis facilis. Est quidem occaecati.,Application Deadline: 2019-03-30 | 29 Days Until Classes Begin!,Projected Per Credit Hour Cost: $179,GED or alternative credential,130,"$1,646 ",Atlanta Metropolitan State College
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Biological Science,Forensic Science,TRUE,Ut mollitia officiis. Eveniet est dolorem. Qui illum consequatur.,ETH,Illum ad repudiandae. Eligendi labore qui. Debitis in consectetur.,Ad veritatis rerum. Est ipsam aut. Sequi qui maiores.,Application Deadline: 2019-04-03 | 5 Days Until Classes Begin!,Projected Per Credit Hour Cost: $119,No schooling completed,10,"$10,133 ",Valdosta State University
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Medicine,Teaching,TRUE,Architecto sequi nemo. Tempore dolores et. Nisi ab mollitia.,LTC,A debitis reiciendis. A inventore sunt. Eaque omnis recusandae.,Eum dolor animi. Est sequi magnam. Unde voluptatum consequatur.,Application Deadline: 2019-04-04 | 35 Days Until Classes Begin!,Projected Per Credit Hour Cost: $11,Associate's degree,37,"$15,525 ",Georgia Gwinnett College
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Engineering,Criminology,TRUE,Eaque et hic. Quo dolore magnam. Iure asperiores minus.,LTC,Rerum veritatis omnis. Alias natus et. Et officiis vel.,Nihil enim quidem. Sed est culpa. Optio dolorem laborum.,Application Deadline: 2019-03-28 | 8 Days Until Classes Begin!,Projected Per Credit Hour Cost: $324,Master's degree,116,"$19,909 ",Albany State University
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Law,Medicine,FALSE,Quod nulla et. Ipsum quae necessitatibus. Incidunt nihil id.,ETH,Doloremque explicabo non. Quia voluptatibus deleniti. Aut suscipit nihil.,Dolores et eum. Et voluptas ipsum. Eum soluta deleniti.,Application Deadline: 2019-04-08 | 13 Days Until Classes Begin!,Projected Per Credit Hour Cost: $370,Associate's degree,1,"$19,427 ",University of West Georgia
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Law,Biomedical Science,FALSE,Officiis sit et. Occaecati iusto maxime. Voluptates eos tempora.,ETH,Error culpa quis. In ut est. Cumque sunt vitae.,Labore quo voluptas. Soluta sit velit. Ad enim dolorem.,Application Deadline: 2019-04-03 | 12 Days Until Classes Begin!,Projected Per Credit Hour Cost: $313,Associate's degree,98,"$16,664 ",Albany State University
https://images.unsplash.com/photo-1522316166834-b429f6b7004d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Biological Science,Law,TRUE,Dolorem aut voluptate. Necessitatibus voluptatem perspiciatis. Nihil commodi quod.,XRP,Magni culpa consequatur. Est soluta aut. Beatae facilis fugit.,Reprehenderit consequatur est. Exercitationem reiciendis optio. Laborum quod voluptas.,Application Deadline: 2019-03-29 | 3 Days Until Classes Begin!,Projected Per Credit Hour Cost: $307,Some college,45,"$2,395 ",South Georgia State College
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Law,Forensic Science,FALSE,Ad doloribus rerum. Placeat ratione corporis. Qui dolores incidunt.,LTC,Tempora ipsam consequatur. Ut minima a. Provident mollitia minus.,Earum aut reprehenderit. Quisquam et quo. Qui deserunt exercitationem.,Application Deadline: 2019-04-13 | 5 Days Until Classes Begin!,Projected Per Credit Hour Cost: $78,GED or alternative credential,83,"$12,542 ",Clayton State University
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Medicine,Psychology,FALSE,Qui id asperiores. Labore qui unde. Et temporibus quia.,ETH,Molestiae cupiditate possimus. Repellendus iusto iure. Quisquam non doloribus.,Quia quos dolores. Voluptate laborum dolores. Facilis repellat similique.,Application Deadline: 2019-03-29 | 37 Days Until Classes Begin!,Projected Per Credit Hour Cost: $67,GED or alternative credential,25,"$16,621 ",Fort Valley State Unversity
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Applied Science (Psychology),Communications,FALSE,Ut nobis qui. Laudantium esse inventore. Enim consectetur voluptatem.,XRP,Dolores dicta praesentium. Qui porro voluptatibus. Veniam quo deleniti.,Incidunt voluptas pariatur. Cupiditate expedita itaque. Aliquam a sed.,Application Deadline: 2019-04-02 | 2 Days Until Classes Begin!,Projected Per Credit Hour Cost: $218,Grade 1 though 11,7,"$1,886 ",Atlanta Metropolitan State College
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Biological Science,Design,TRUE,Recusandae et doloremque. Id corrupti qui. Et odit dolor.,LTC,Et possimus fugit. Nesciunt porro non. Consequatur ipsum est.,Maiores qui officia. Possimus error quae. Ducimus enim eligendi.,Application Deadline: 2019-04-09 | 20 Days Until Classes Begin!,Projected Per Credit Hour Cost: $197,Regular high school diploma,66,"$5,565 ",Georgia Highlands College
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Engineering,Communications,FALSE,Ad repudiandae consequatur. Nesciunt velit aut. Aspernatur iste velit.,ETH,Et est sit. Repellendus quia laborum. Est recusandae commodi.,Enim illum pariatur. Aliquam iusto tenetur. Veniam architecto doloremque.,Application Deadline: 2019-04-02 | 32 Days Until Classes Begin!,Projected Per Credit Hour Cost: $270,Professional degree,59,"$8,446 ",Kennesaw State University
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Health Science,Biomedical Science,TRUE,Et libero laudantium. Aperiam id quis. Quas velit perspiciatis.,LTC,Sed ipsam magni. Doloribus aut quaerat. Ut excepturi repellendus.,Voluptatem dicta consequuntur. Mollitia consequatur error. Sequi quos quidem.,Application Deadline: 2019-03-29 | 34 Days Until Classes Begin!,Projected Per Credit Hour Cost: $61,GED or alternative credential,38,"$6,073 ",Augusta University
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Commerce,Information Systems,TRUE,Numquam dicta unde. Ratione in voluptatum. Maxime nobis a.,DASH,Non totam tempore. Optio qui itaque. Suscipit sit iusto.,Aut eligendi aut. Repellendus tenetur odit. Quia culpa consequuntur.,Application Deadline: 2019-03-31 | 3 Days Until Classes Begin!,Projected Per Credit Hour Cost: $355,Doctorate degree,93,"$3,722 ",Godron State College
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Architectural Technology,Biological Science,FALSE,Qui ullam et. Ipsa nulla praesentium. Inventore id est.,XRP,Illum dolor sint. Qui eaque quo. Unde impedit voluptas.,Alias sed veniam. Ducimus molestiae quis. Numquam quo blanditiis.,Application Deadline: 2019-03-29 | 19 Days Until Classes Begin!,Projected Per Credit Hour Cost: $44,Associate's degree,77,"$2,921 ",Albany State University
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Design,Communications,FALSE,Cupiditate unde modi. Dolor possimus nihil. Laborum asperiores necessitatibus.,LTC,Dolorum amet perferendis. Ipsam fugiat enim. Qui delectus explicabo.,Voluptatibus voluptatem itaque. Non dolor nesciunt. Quam et vel.,Application Deadline: 2019-03-29 | 33 Days Until Classes Begin!,Projected Per Credit Hour Cost: $381,Master's degree,136,"$2,232 ",Albany State University
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Health Science,Design,FALSE,Rerum quos iure. Id iusto magnam. Iusto delectus natus.,BTC,Provident quia velit. Dolor hic quod. Commodi nam quis.,Doloribus voluptas dolorem. Dicta blanditiis repellendus. Suscipit sit veritatis.,Application Deadline: 2019-04-01 | 33 Days Until Classes Begin!,Projected Per Credit Hour Cost: $373,Doctorate degree,110,"$19,363 ",University of North Georgia
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Education,Information Systems,FALSE,Dolorem quis rem. Velit ut cumque. Quam aut et.,BTC,Voluptas non quae. Sed praesentium laboriosam. Necessitatibus facilis rerum.,Voluptas rerum saepe. Saepe soluta voluptatibus. Modi consequatur harum.,Application Deadline: 2019-04-05 | 28 Days Until Classes Begin!,Projected Per Credit Hour Cost: $34,GED or alternative credential,130,"$15,843 ",Atlanta Metropolitan State College
https://images.unsplash.com/photo-1522316166834-b429f6b7004d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Arts,Communications,TRUE,Repudiandae aut architecto. Dolorem nihil asperiores. Voluptatum consectetur aut.,DASH,Ut ut maiores. Ut iste est. Cum ratione non.,Aperiam delectus quia. Cumque et sint. Architecto rem possimus.,Application Deadline: 2019-04-06 | 21 Days Until Classes Begin!,Projected Per Credit Hour Cost: $186,Nursery school,30,"$3,043 ",University of Georgia
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Health Science,Commerce,FALSE,Officia aspernatur non. Aut nesciunt praesentium. Quis corporis adipisci.,LTC,Dolorem ab labore. Perspiciatis fugit consectetur. Ut ratione ab.,Eos repellat aut. Quis quibusdam voluptatem. Accusantium cumque nihil.,Application Deadline: 2019-03-30 | 1 Days Until Classes Begin!,Projected Per Credit Hour Cost: $120,Some college,58,"$12,898 ",Dalton State College
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Psychology,Medicine,TRUE,Quaerat est repellendus. Similique amet incidunt. Quibusdam labore perspiciatis.,BTC,Facilis iusto placeat. Vero aut possimus. Magnam numquam quia.,Hic voluptas mollitia. Magni non nemo. Enim deleniti cum.,Application Deadline: 2019-03-28 | 2 Days Until Classes Begin!,Projected Per Credit Hour Cost: $17,12th grade - No Diploma,135,"$17,948 ",University of Georgia
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Health Science,Health Science,TRUE,Cum consectetur modi. Quis necessitatibus nostrum. At dicta ut.,DASH,Sunt necessitatibus et. Enim quod voluptas. Molestiae expedita animi.,Iste a et. Dolor accusantium a. Distinctio vel sed.,Application Deadline: 2019-03-31 | 3 Days Until Classes Begin!,Projected Per Credit Hour Cost: $149,Associate's degree,129,$351 ,Augusta University
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Commerce,Arts,TRUE,Dolores quia adipisci. Cumque itaque corrupti. Consequatur ut sunt.,DASH,Amet occaecati esse. Omnis est quod. Sit nobis molestiae.,Explicabo ab sit. Sed ut labore. At officia voluptas.,Application Deadline: 2019-04-02 | 13 Days Until Classes Begin!,Projected Per Credit Hour Cost: $146,No schooling completed,19,"$13,445 ",Fort Valley State Unversity
https://images.unsplash.com/photo-1522316166834-b429f6b7004d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Criminology,Biomedical Science,TRUE,Ut rerum dolores. Impedit quo ab. Ipsam ut quos.,XRP,Sunt ea corporis. Molestiae doloremque nostrum. A animi rerum.,Facere soluta odit. Voluptates deleniti sunt. Placeat fuga ut.,Application Deadline: 2019-04-10 | 22 Days Until Classes Begin!,Projected Per Credit Hour Cost: $272,Bachelor's degree,114,"$13,927 ",Augusta University
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Computer Science,Computer Science,FALSE,Dolor id quos. Facere unde qui. Repudiandae minima vitae.,LTC,Dolore at voluptatem. Perferendis at aut. Nesciunt id excepturi.,Commodi molestiae nemo. Maxime occaecati quisquam. Molestias quaerat autem.,Application Deadline: 2019-04-09 | 32 Days Until Classes Begin!,Projected Per Credit Hour Cost: $64,Associate's degree,38,"$14,486 ",Savannah State University
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Criminology,Computer Science,TRUE,In adipisci quasi. A et vero. Quam ipsa est.,ETH,Omnis rem consectetur. Minus dolores ut. Rerum commodi libero.,Culpa veritatis molestias. Natus dicta illum. Debitis omnis ullam.,Application Deadline: 2019-04-04 | 38 Days Until Classes Begin!,Projected Per Credit Hour Cost: $4,Grade 1 though 11,121,"$10,816 ",Georgia Institutute of Technology
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Commerce,Creative Arts,FALSE,Maiores voluptatibus aspernatur. Veritatis accusantium ad. Voluptatum magnam molestias.,BTC,Et accusantium adipisci. Dolores praesentium saepe. Odio excepturi et.,Et error qui. Et et est. Aut et ipsum.,Application Deadline: 2019-04-07 | 18 Days Until Classes Begin!,Projected Per Credit Hour Cost: $72,Master's degree,25,$549 ,Dalton State College
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Biological Science,Nursing,TRUE,Quia consequuntur eos. Ut ab perferendis. Enim vel error.,XRP,Voluptatem eum praesentium. Cupiditate corporis rerum. Occaecati sed nam.,Ex qui sit. Veritatis consequuntur molestiae. Est officiis in.,Application Deadline: 2019-03-29 | 4 Days Until Classes Begin!,Projected Per Credit Hour Cost: $226,Associate's degree,108,"$17,251 ",Augusta University
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Design,Biomedical Science,FALSE,Quo quia reprehenderit. Voluptas dolorum sequi. Quo quia occaecati.,BTC,Eligendi blanditiis et. Qui in voluptas. Magni ipsam occaecati.,Sapiente ipsum rerum. Id est sed. Sit minus et.,Application Deadline: 2019-04-07 | 35 Days Until Classes Begin!,Projected Per Credit Hour Cost: $206,Bachelor's degree,26,"$18,395 ",Columbus State University
